Position, Time
51.00,1.00
90.20,2.00
119.60,3.00
139.20,4.00
149.00,5.00
149.00,6.00
139.20,7.00
119.60,8.00
90.20,9.00
51.00,10.00
2.00,11.00
-56.80,12.00
